105.06,6.9251,10.156,7.2056,3.323,4.3113,7.2249,14.117,33.878,22.346,2.9369,11.782,1.9791,1
97.368,30.8,17.43,5.4543,20.677,15.938,11.415,19.654,6.842,7.9506,9.6274,9.755,6.599,1
63.124,10.811,11.883,0.7577,7.2581,1.0226,2.6786,5.5429,4.0212,1.3922,3.9719,11.117,13.557,1
177.94,10.162,22.923,6.7758,14.577,7.3555,10.535,4.3735,2.1737,11.476,4.0828,2.5968,6.2882,1
116.65,3.0222,12.497,4.7077,6.9698,5.1604,13.179,8.9483,14.217,5.8366,16.236,11.084,13.478,1
89.502,13.418,7.3608,19.68,5.5051,15.058,1.2267,7.8432,1.4715,3.297,4.4819,18.694,1.4719,1
204.09,26.704,11.597,11.755,12.817,16.588,5.1436,7.2773,16.52,4.1564,12.741,12.998,11.481,1
144.09,0.7919,17.541,10.821,5.4294,4.9534,15.916,11.839,3.9256,23.473,2.7277,11.525,1.7019,1
154.17,6.4442,5.8034,8.1033,11.322,5.2334,9.423,5.4354,9.7725,6.1377,14.538,14.708,10.947,1
186.02,17.801,2.6797,14.315,3.953,6.3511,16.884,3.7234,3.2665,5.3289,20.608,26.25,2.9946,1
99.632,22.215,31.291,3.114,9.18,3.2431,0.96959,21.249,5.794,10.105,18.985,3.5176,9.9126,1
126.66,14.37,4.2155,3.7581,9.6614,4.1534,16.405,21.88,19.249,17.794,8.8507,5.0623,7.5968,1
122.78,1.205,12.647,35.75,8.3141,12.138,28.975,10.57,2.414,24.465,6.964,8.6313,1.9325,1
126.11,7.1312,2.5428,3.2424,28.23,10.809,8.6327,4.2691,8.3857,8.4529,21.49,11.134,1.7893,1
145.71,16.958,5.3932,4.0131,4.8825,3.2082,15.055,0.97056,7.7119,2.1104,14.817,10.205,3.7573,1
115.74,10.31,9.2268,4.0621,18.321,13.812,7.0338,7.8993,11.458,0.98577,0.1433,1.1213,4.805,1
88.778,2.3845,7.0723,11.839,9.571,8.7326,8.0296,7.3539,8.7822,2.8231,1.8482,3.0511,5.3924,1
117.02,2.2569,8.1163,25.22,6.2966,12.035,6.6694,4.9236,10.957,6.8174,6.5374,7.9867,6.5761,1
188.55,9.5621,11.774,1.6227,14.413,4.3794,17.89,9.2564,17.401,1.7802,10.832,18.802,9.9783,1
127.67,12.567,5.2908,6.3243,7.8539,13.767,10.286,3.605,0.31963,0.82349,6.2373,0.19907,9.7118,1
120.97,9.6242,2.461,0.0174,4.2589,13.368,0.73859,10.474,2.7967,29.306,17.434,0.17847,13.18,1
89.345,15.849,3.5282,4.7052,8.4609,12.487,19.317,20.325,1.4797,9.4505,9.1084,4.2312,0.092299,1
130.14,7.3709,1.2168,5.8485,3.3715,9.4186,24.074,13.468,12.171,2.0628,2.9798,3.8386,6.7854,1
83.489,14.204,15.776,21.854,12.567,7.7067,10.444,9.4821,1.9561,15.03,10.636,0.40372,3.4865,1
118.94,4.8009,4.6029,4.1678,6.7108,17.934,8.3103,4.087,6.6215,5.1258,3.1391,12.764,0.72042,1
112.04,9.4968,1.2623,12.09,4.2215,3.1978,2.4973,18.046,7.9723,20.054,6.0873,5.2643,3.9623,1
56.6,5.5974,5.3385,7.2357,2.161,5.2458,4.262,3.548,1.4821,5.5117,6.4312,2.9993,0.34428,1
70.647,0.76358,12.711,4.1022,9.1968,15.727,2.0851,6.0125,1.4184,5.6811,1.8043,0.80484,4.8873,1
101.44,31.567,9.4966,0.41621,4.6195,2.783,26.267,6.7711,11.317,24.725,7.9066,5.5194,27.508,1
120.2,24.277,19.773,2.3709,17.855,8.592,1.045,5.7708,26.29,10.841,6.9128,3.3347,3.3773,1
147.92,18.784,3.0232,2.6877,18.094,12.499,14.678,10.712,4.4877,13.282,28.804,0.1986,8.9602,1
115.56,17.777,11.638,4.3414,1.9761,27.221,17.194,10.844,10.56,5.8797,9.922,15.338,16.87,1
97.851,13.033,7.0442,8.7841,18.582,28.433,4.1018,3.185,1.5211,13.793,13.243,17.353,9.8952,1
199.64,21.856,18.902,1.7285,1.3253,30.256,10.106,0.33203,13.562,7.0295,23.07,2.2737,3.7489,1
184.25,5.6583,2.3816,16.914,6.3175,40.897,8.9928,9.505,22.37,22.469,27.736,0.87217,0.50943,1
157.37,4.5941,17.984,21.047,18.95,9.6698,2.3675,29.214,11.743,12.897,3.6795,13.5,7.1625,1
150.64,17.018,19.313,11.9,3.913,0.43293,19.321,22.011,8.344,5.0664,16.509,10.857,12.214,1
88.722,1.4967,4.1022,0.5515,2.0264,20.899,14.187,14.555,2.3135,9.5893,32.312,10.609,1.6178,1
202.8,9.2539,5.6625,13.582,3.3573,2.4847,6.2542,5.0104,30.108,24.635,26.548,30.979,5.9981,1
117.84,38.959,0.88986,22.706,41.372,9.7477,1.5927,5.4106,20.691,0.9476,6.1363,7.3161,21.665,1
96.568,10.261,23.291,19.794,12.588,14.025,6.004,22.865,1.3808,27.656,20.813,11.903,7.8356,1
111.19,1.9157,1.8565,18.163,21.734,25.227,0.60392,4.0139,0.99416,17.918,1.1762,21.776,5.2321,1
121.52,5.3294,13.616,0.27861,11.368,1.2231,10.754,11.904,12.101,25.81,13.576,8.2103,2.7613,1
106.56,19.464,12.338,1.8333,32.309,41.913,6.8488,22.04,15.509,14.917,0.8502,14.054,1.0094,1
176.51,15.348,9.1772,10.444,5.5918,4.1979,7.6926,15.57,17.43,9.6271,4.6574,12.62,2.3779,1
150.54,4.5114,6.0284,18.943,7.2979,16.241,12.895,1.1353,0.86485,1.6599,2.9827,10.406,10.118,1
128.6,39.175,7.4115,1.0928,26.016,32.686,27.821,12.857,9.5782,9.8768,2.1098,8.6295,3.4582,1
366.98,43.078,14.299,4.2023,12.232,20.687,9.5903,0.49254,3.254,4.299,12.546,24.677,0.65095,1
111.98,3.6925,5.054,19.677,7.0294,1.3721,11.81,9.5291,2.7189,14.419,0.4035,13.108,13.599,1
